"trial.index","trial.UTCdate","trial.type","stim.type","stim.onset","response.type","response.onset","response.RT","stim.key","response.key","response.correct","trial_type","trial_index","time_elapsed","internal_node_id","sys.orientation","sys.pixel_ratio","sys.browser_os","sys.language","sys.fps","module.jsPsych.version","module.Phaser.version","participant_id","session.beepnum","session.testday"
"1","2026-05-28T10:33:22.873Z","run","s0201","8253","7","10147","1894","7","s0201","1","","","","","","","","","","","","","",""
"2","2026-05-28T10:33:24.766Z","run","s0201","10147","7","10948","801","7","s0201","1","","","","","","","","","","","","","",""
"3","2026-05-28T10:33:25.568Z","run","s0204","10948","1","12416","1468","1","s0204","1","","","","","","","","","","","","","",""
"4","2026-05-28T10:33:27.036Z","run","s0203","12416","9","13951","1535","9","s0203","1","","","","","","","","","","","","","",""
"5","2026-05-28T10:33:28.571Z","run","s0206","13951","3","15503","1552","3","s0206","1","","","","","","","","","","","","","",""
"6","2026-05-28T10:33:30.123Z","run","s0205","15503","2","17205","1702","2","s0205","1","","","","","","","","","","","","","",""
"7","2026-05-28T10:33:31.825Z","run","s0206","17205","3","18482","1277","3","s0206","1","","","","","","","","","","","","","",""
"8","2026-05-28T10:33:33.102Z","run","s0203","18482","9","19992","1510","9","s0203","1","","","","","","","","","","","","","",""
"9","2026-05-28T10:33:34.611Z","run","s0202","19992","8","21594","1602","8","s0202","1","","","","","","","","","","","","","",""
"10","2026-05-28T10:33:36.214Z","run","s0203","21594","9","22320","726","9","s0203","1","","","","","","","","","","","","","",""
"11","2026-05-28T10:33:36.940Z","run","s0202","22320","8","22987","667","8","s0202","1","","","","","","","","","","","","","",""
"12","2026-05-28T10:33:37.607Z","run","s0203","22987","9","23496","509","9","s0203","1","","","","","","","","","","","","","",""
"13","2026-05-28T10:33:38.115Z","run","s0206","23496","3","24606","1110","3","s0206","1","","","","","","","","","","","","","",""
"14","2026-05-28T10:33:39.224Z","run","s0209","24606","6","26191","1585","6","s0209","1","","","","","","","","","","","","","",""
