"trial.index","trial.UTCdate","trial.type","stim.type","stim.onset","response.type","response.onset","response.RT","stim.key","response.key","response.correct","trial_type","trial_index","time_elapsed","internal_node_id","sys.orientation","sys.pixel_ratio","sys.browser_os","sys.language","sys.fps","module.jsPsych.version","module.Phaser.version","participant_id","session.beepnum","session.testday"
"1","2026-05-28T14:31:55.708Z","run","s0401","8510","7","10314","1804","7","s0401","1","","","","","","","","","","","","","",""
"2","2026-05-28T14:31:57.541Z","run","s0401","10314","7","11463","1149","7","s0401","1","","","","","","","","","","","","","",""
"3","2026-05-28T14:31:58.674Z","run","s0404","11463","1","14012","2549","1","s0404","1","","","","","","","","","","","","","",""
"4","2026-05-28T14:32:01.208Z","run","s0403","14012","9","29418","15406","9","s0403","1","","","","","","","","","","","","","",""
"5","2026-05-28T14:32:16.631Z","run","s0406","29418","3","32990","3572","3","s0406","1","","","","","","","","","","","","","",""
"6","2026-05-28T14:32:20.198Z","run","s0405","32990","2","34505","1515","2","s0405","1","","","","","","","","","","","","","",""
"7","2026-05-28T14:32:21.715Z","run","s0406","34505","3","35854","1349","3","s0406","1","","","","","","","","","","","","","",""
"8","2026-05-28T14:32:23.066Z","run","s0403","35854","9","36988","1134","9","s0403","1","","","","","","","","","","","","","",""
"9","2026-05-28T14:32:24.200Z","run","s0402","36988","8","38293","1305","8","s0402","1","","","","","","","","","","","","","",""
"10","2026-05-28T14:32:25.517Z","run","s0403","38293","9","40325","2032","9","s0403","1","","","","","","","","","","","","","",""
"11","2026-05-28T14:32:27.551Z","run","s0402","40325","8","41709","1384","8","s0402","1","","","","","","","","","","","","","",""
"12","2026-05-28T14:32:28.919Z","run","s0403","41709","9","42824","1115","9","s0403","1","","","","","","","","","","","","","",""
"13","2026-05-28T14:32:30.036Z","run","s0406","42824","3","44223","1399","3","s0406","1","","","","","","","","","","","","","",""
"14","2026-05-28T14:32:31.422Z","run","s0409","44223","6","45661","1438","6","s0409","1","","","","","","","","","","","","","",""
"15","2026-05-28T14:32:32.870Z","run","s0405","45661","2","46877","1216","2","s0405","1","","","","","","","","","","","","","",""
"16","2026-05-28T14:32:34.087Z","run","s0401","46877","7","48292","1415","7","s0401","1","","","","","","","","","","","","","",""
"17","2026-05-28T14:32:35.504Z","run","s0401","48292","7","49292","1000","7","s0401","1","","","","","","","","","","","","","",""
"18","2026-05-28T14:32:36.490Z","run","s0409","49292","6","50327","1035","6","s0409","1","","","","","","","","","","","","","",""
"19","2026-05-28T14:32:37.555Z","run","s0402","50327","8","51332","1005","8","s0402","1","","","","","","","","","","","","","",""
"20","2026-05-28T14:32:38.555Z","run","s0405","51332","2","52528","1196","2","s0405","1","","","","","","","","","","","","","",""
"21","2026-05-28T14:32:39.773Z","run","s0407","52528","4","53842","1314","4","s0407","1","","","","","","","","","","","","","",""
"22","2026-05-28T14:32:41.056Z","run","s0405","53842","2","55214","1372","2","s0405","1","","","","","","","","","","","","","",""
"23","2026-05-28T14:32:42.423Z","run","s0402","55214","8","56299","1085","8","s0402","1","","","","","","","","","","","","","",""
"24","2026-05-28T14:32:43.507Z","run","s0401","56299","7","57529","1230","7","s0401","1","","","","","","","","","","","","","",""
"25","2026-05-28T14:32:44.741Z","run","s0408","57529","5","58967","1438","5","s0408","1","","","","","","","","","","","","","",""
"26","2026-05-28T14:32:46.191Z","run","s0408","58967","5","59600","633","5","s0408","1","","","","","","","","","","","","","",""
"27","2026-05-28T14:32:46.825Z","run","s0403","59600","9","60464","864","9","s0403","1","","","","","","","","","","","","","",""
"28","2026-05-28T14:32:47.675Z","run","s0409","60464","6","61598","1134","6","s0409","1","","","","","","","","","","","","","",""
"29","2026-05-28T14:32:48.809Z","run","s0409","61598","6","62550","952","6","s0409","1","","","","","","","","","","","","","",""
"30","2026-05-28T14:32:49.759Z","run","s0409","62550","6","63465","915","6","s0409","1","","","","","","","","","","","","","",""
"31","2026-05-28T14:32:50.677Z","run","s0407","63465","4","64817","1352","4","s0407","1","","","","","","","","","","","","","",""
"32","2026-05-28T14:32:52.027Z","run","s0402","64817","8","65800","983","8","s0402","1","","","","","","","","","","","","","",""
"33","2026-05-28T14:32:53.028Z","run","s0406","65800","3","67104","1304","3","s0406","1","","","","","","","","","","","","","",""
"34","2026-05-28T14:32:54.328Z","run","s0404","67104","1","69103","1999","1","s0404","1","","","","","","","","","","","","","",""
"35","2026-05-28T14:32:56.312Z","run","s0403","69103","9","70035","932","9","s0403","1","","","","","","","","","","","","","",""
"36","2026-05-28T14:32:57.245Z","run","s0406","70035","3","71338","1303","3","s0406","1","","","","","","","","","","","","","",""
"37","2026-05-28T14:32:58.546Z","run","s0405","71338","2","72454","1116","2","s0405","1","","","","","","","","","","","","","",""
"38","2026-05-28T14:32:59.663Z","run","s0408","72454","5","73303","849","5","s0408","1","","","","","","","","","","","","","",""
"39","2026-05-28T14:33:00.513Z","run","s0406","73303","3","74822","1519","3","s0406","1","","","","","","","","","","","","","",""
"40","2026-05-28T14:33:02.031Z","run","s0403","74822","9","75670","848","9","s0403","1","","","","","","","","","","","","","",""
"41","2026-05-28T14:33:02.897Z","run","s0405","75670","2","76773","1103","2","s0405","1","","","","","","","","","","","","","",""
"42","2026-05-28T14:33:03.981Z","run","s0407","76773","4","78271","1498","4","s0407","1","","","","","","","","","","","","","",""
"43","2026-05-28T14:33:05.482Z","run","s0409","78271","6","80539","2268","6","s0409","1","","","","","","","","","","","","","",""
"","","","","","","","","","","","pavlovia","0","628","0.0-0.0","portrait-primary","2","MacIntel","en-GB","60","7.1.2","3.90.0","351550","1","1"
