"trial.index","trial.UTCdate","trial.type","stim.type","stim.onset","response.type","response.onset","response.RT","stim.key","response.key","response.correct","trial_type","trial_index","time_elapsed","internal_node_id","sys.orientation","sys.pixel_ratio","sys.browser_os","sys.language","sys.fps","module.jsPsych.version","module.Phaser.version","participant_id","session.beepnum","session.testday"
"1","2026-05-28T14:26:48.659Z","run","s0401","8380","7","10050","1670","7","s0401","1","","","","","","","","","","","","","",""
"2","2026-05-28T14:26:50.342Z","run","s0401","10050","7","10932","882","7","s0401","1","","","","","","","","","","","","","",""
"3","2026-05-28T14:26:51.226Z","run","s0404","10932","1","12719","1787","1","s0404","1","","","","","","","","","","","","","",""
"4","2026-05-28T14:26:53.026Z","run","s0403","12719","9","14330","1611","9","s0403","1","","","","","","","","","","","","","",""
"5","2026-05-28T14:26:54.627Z","run","s0406","14330","3","15783","1453","3","s0406","1","","","","","","","","","","","","","",""
"6","2026-05-28T14:26:56.062Z","run","s0405","15783","2","18118","2335","2","s0405","1","","","","","","","","","","","","","",""
"7","2026-05-28T14:26:58.447Z","run","s0406","18118","3","19321","1203","3","s0406","1","","","","","","","","","","","","","",""
"8","2026-05-28T14:26:59.612Z","run","s0403","19321","9","20488","1167","9","s0403","1","","","","","","","","","","","","","",""
"9","2026-05-28T14:27:00.796Z","run","s0402","20488","8","22019","1531","8","s0402","1","","","","","","","","","","","","","",""
"10","2026-05-28T14:27:02.348Z","run","s0403","22019","9","23219","1200","9","s0403","1","","","","","","","","","","","","","",""
"11","2026-05-28T14:27:03.530Z","run","s0402","23219","8","24353","1134","8","s0402","1","","","","","","","","","","","","","",""
"12","2026-05-28T14:27:04.665Z","run","s0403","24353","9","25254","901","9","s0403","1","","","","","","","","","","","","","",""
"13","2026-05-28T14:27:05.548Z","run","s0406","25254","3","26854","1600","3","s0406","1","","","","","","","","","","","","","",""
"14","2026-05-28T14:27:07.183Z","run","s0409","26854","6","28258","1404","6","s0409","1","","","","","","","","","","","","","",""
"15","2026-05-28T14:27:08.566Z","run","s0405","28258","2","30623","2365","2","s0405","1","","","","","","","","","","","","","",""
"16","2026-05-28T14:27:10.951Z","run","s0401","30623","7","32627","2004","7","s0401","1","","","","","","","","","","","","","",""
"17","2026-05-28T14:27:12.934Z","run","s0401","32627","7","33460","833","7","s0401","1","","","","","","","","","","","","","",""
"18","2026-05-28T14:27:13.751Z","run","s0409","33460","6","34941","1481","6","s0409","1","","","","","","","","","","","","","",""
"19","2026-05-28T14:27:15.235Z","run","s0402","34941","8","36657","1716","8","s0402","1","","","","","","","","","","","","","",""
"20","2026-05-28T14:27:16.938Z","run","s0405","36657","2","38859","2202","2","s0405","1","","","","","","","","","","","","","",""
"21","2026-05-28T14:27:19.153Z","run","s0407","38859","4","40229","1370","4","s0407","1","","","","","","","","","","","","","",""
"22","2026-05-28T14:27:20.537Z","run","s0405","40229","2","41430","1201","2","s0405","1","","","","","","","","","","","","","",""
"23","2026-05-28T14:27:21.720Z","run","s0402","41430","8","42964","1534","8","s0402","1","","","","","","","","","","","","","",""
"24","2026-05-28T14:27:23.271Z","run","s0401","42964","7","44831","1867","7","s0401","1","","","","","","","","","","","","","",""
"25","2026-05-28T14:27:25.138Z","run","s0408","44831","5","46229","1398","5","s0408","1","","","","","","","","","","","","","",""
"26","2026-05-28T14:27:26.523Z","run","s0408","46229","5","46962","733","5","s0408","1","","","","","","","","","","","","","",""
"27","2026-05-28T14:27:27.256Z","run","s0403","46962","9","48029","1067","9","s0403","1","","","","","","","","","","","","","",""
"28","2026-05-28T14:27:28.323Z","run","s0409","48029","6","49463","1434","6","s0409","1","","","","","","","","","","","","","",""
"29","2026-05-28T14:27:29.757Z","run","s0409","49463","6","50133","670","6","s0409","1","","","","","","","","","","","","","",""
"30","2026-05-28T14:27:30.440Z","run","s0409","50133","6","50964","831","6","s0409","1","","","","","","","","","","","","","",""
"31","2026-05-28T14:27:31.257Z","run","s0407","50964","4","52445","1481","4","s0407","1","","","","","","","","","","","","","",""
"32","2026-05-28T14:27:32.741Z","run","s0402","52445","8","53931","1486","8","s0402","1","","","","","","","","","","","","","",""
"33","2026-05-28T14:27:34.211Z","run","s0406","53931","3","56299","2368","3","s0406","1","","","","","","","","","","","","","",""
"34","2026-05-28T14:27:36.592Z","run","s0404","56299","1","57769","1470","1","s0404","1","","","","","","","","","","","","","",""
"35","2026-05-28T14:27:38.060Z","run","s0403","57769","9","60034","2265","9","s0403","1","","","","","","","","","","","","","",""
"36","2026-05-28T14:27:40.344Z","run","s0406","60034","3","62002","1968","3","s0406","1","","","","","","","","","","","","","",""
"37","2026-05-28T14:27:42.295Z","run","s0405","62002","2","63336","1334","2","s0405","1","","","","","","","","","","","","","",""
"38","2026-05-28T14:27:43.629Z","run","s0408","63336","5","64636","1300","5","s0408","1","","","","","","","","","","","","","",""
"39","2026-05-28T14:27:44.929Z","run","s0406","64636","3","65806","1170","3","s0406","1","","","","","","","","","","","","","",""
"40","2026-05-28T14:27:46.113Z","run","s0403","65806","9","67371","1565","9","s0403","1","","","","","","","","","","","","","",""
"","","","","","","","","","","","pavlovia","0","609","0.0-0.0","portrait-primary","2","MacIntel","en-GB","60","7.1.2","3.90.0","351550","1","1"
