"trial.index","trial.UTCdate","trial.type","stim.type","stim.onset","response.type","response.onset","response.RT","stim.key","response.key","response.correct","trial_type","trial_index","time_elapsed","internal_node_id","sys.orientation","sys.pixel_ratio","sys.browser_os","sys.language","sys.fps","module.jsPsych.version","module.Phaser.version","participant_id","session.beepnum","session.testday"
"1","2026-05-21T16:02:08.910Z","run","s0501","24620","3","25573","953","7","s0506","0","","","","","","","","","","","","","",""
"2","2026-05-21T16:02:09.874Z","run","s0501","25573","2","26125","552","7","s0505","0","","","","","","","","","","","","","",""
"3","2026-05-21T16:02:10.424Z","run","s0504","26125","5","26643","518","1","s0508","0","","","","","","","","","","","","","",""
"4","2026-05-21T16:02:10.949Z","run","s0503","26643","3","27128","485","9","s0506","0","","","","","","","","","","","","","",""
"5","2026-05-21T16:02:11.426Z","run","s0506","27128","2","27479","351","3","s0505","0","","","","","","","","","","","","","",""
"6","2026-05-21T16:02:11.779Z","run","s0505","27479","6","27780","301","2","s0509","0","","","","","","","","","","","","","",""
"7","2026-05-21T16:02:12.086Z","run","s0506","27780","3","28098","318","3","s0506","1","","","","","","","","","","","","","",""
"8","2026-05-21T16:02:12.397Z","run","s0503","28098","5","28332","234","9","s0508","0","","","","","","","","","","","","","",""
"9","2026-05-21T16:02:12.635Z","run","s0502","28332","2","28649","317","8","s0505","0","","","","","","","","","","","","","",""
"10","2026-05-21T16:02:12.955Z","run","s0503","28649","3","28900","251","9","s0506","0","","","","","","","","","","","","","",""
"11","2026-05-21T16:02:13.203Z","run","s0502","28900","5","29151","251","8","s0508","0","","","","","","","","","","","","","",""
"12","2026-05-21T16:02:13.456Z","run","s0503","29151","6","29418","267","9","s0509","0","","","","","","","","","","","","","",""
"13","2026-05-21T16:02:13.723Z","run","s0506","29418","3","30037","619","3","s0506","1","","","","","","","","","","","","","",""
"14","2026-05-21T16:02:14.343Z","run","s0509","30037","5","30288","251","6","s0508","0","","","","","","","","","","","","","",""
"15","2026-05-21T16:02:14.593Z","run","s0505","30288","2","30555","267","2","s0505","1","","","","","","","","","","","","","",""
"16","2026-05-21T16:02:14.856Z","run","s0501","30555","6","30839","284","7","s0509","0","","","","","","","","","","","","","",""
"17","2026-05-21T16:02:15.140Z","run","s0501","30839","3","31123","284","7","s0506","0","","","","","","","","","","","","","",""
"18","2026-05-21T16:02:15.429Z","run","s0509","31123","2","31357","234","6","s0505","0","","","","","","","","","","","","","",""
"19","2026-05-21T16:02:15.663Z","run","s0502","31357","5","31541","184","8","s0508","0","","","","","","","","","","","","","",""
"20","2026-05-21T16:02:15.846Z","run","s0505","31541","5","42925","11384","2","s0508","0","","","","","","","","","","","","","",""
"21","2026-05-21T16:02:27.227Z","run","s0507","42925","3","43092","167","4","s0506","0","","","","","","","","","","","","","",""
"22","2026-05-21T16:02:27.398Z","run","s0505","43092","2","43276","184","2","s0505","1","","","","","","","","","","","","","",""
"23","2026-05-21T16:02:27.582Z","run","s0502","43276","6","43510","234","8","s0509","0","","","","","","","","","","","","","",""
"24","2026-05-21T16:02:27.811Z","run","s0501","43510","3","43761","251","7","s0506","0","","","","","","","","","","","","","",""
"25","2026-05-21T16:02:28.067Z","run","s0508","43761","2","44029","268","5","s0505","0","","","","","","","","","","","","","",""
"26","2026-05-21T16:02:28.332Z","run","s0508","44029","5","44262","233","5","s0508","1","","","","","","","","","","","","","",""
"27","2026-05-21T16:02:28.567Z","run","s0503","44262","3","44447","185","9","s0506","0","","","","","","","","","","","","","",""
"28","2026-05-21T16:02:28.748Z","run","s0509","44447","2","44664","217","6","s0505","0","","","","","","","","","","","","","",""
"29","2026-05-21T16:02:28.969Z","run","s0509","44664","5","45165","501","6","s0508","0","","","","","","","","","","","","","",""
"30","2026-05-21T16:02:29.470Z","run","s0509","45165","3","45333","168","6","s0506","0","","","","","","","","","","","","","",""
"31","2026-05-21T16:02:29.637Z","run","s0507","45333","2","45500","167","4","s0505","0","","","","","","","","","","","","","",""
"32","2026-05-21T16:02:29.801Z","run","s0502","45500","6","45767","267","8","s0509","0","","","","","","","","","","","","","",""
"33","2026-05-21T16:02:30.068Z","run","s0506","45767","3","46152","385","3","s0506","1","","","","","","","","","","","","","",""
"34","2026-05-21T16:02:30.456Z","run","s0504","46152","5","46386","234","1","s0508","0","","","","","","","","","","","","","",""
"35","2026-05-21T16:02:30.686Z","run","s0503","46386","2","46703","317","9","s0505","0","","","","","","","","","","","","","",""
"36","2026-05-21T16:02:31.008Z","run","s0506","46703","3","46904","201","3","s0506","1","","","","","","","","","","","","","",""
"37","2026-05-21T16:02:31.209Z","run","s0505","46904","5","47138","234","2","s0508","0","","","","","","","","","","","","","",""
"38","2026-05-21T16:02:31.439Z","run","s0508","47138","3","47339","201","5","s0506","0","","","","","","","","","","","","","",""
"39","2026-05-21T16:02:31.643Z","run","s0506","47339","2","47523","184","3","s0505","0","","","","","","","","","","","","","",""
"40","2026-05-21T16:02:31.828Z","run","s0503","47523","5","47773","250","9","s0508","0","","","","","","","","","","","","","",""
"41","2026-05-21T16:02:32.079Z","run","s0505","47773","3","47974","201","2","s0506","0","","","","","","","","","","","","","",""
"42","2026-05-21T16:02:32.280Z","run","s0507","47974","2","48158","184","4","s0505","0","","","","","","","","","","","","","",""
"43","2026-05-21T16:02:32.463Z","run","s0509","48158","5","48426","268","6","s0508","0","","","","","","","","","","","","","",""
"44","2026-05-21T16:02:32.731Z","run","s0508","48426","3","48609","183","5","s0506","0","","","","","","","","","","","","","",""
"45","2026-05-21T16:02:32.911Z","run","s0506","48609","2","48794","185","3","s0505","0","","","","","","","","","","","","","",""
"46","2026-05-21T16:02:33.096Z","run","s0504","48794","5","49011","217","1","s0508","0","","","","","","","","","","","","","",""
"47","2026-05-21T16:02:33.312Z","run","s0509","49011","3","49178","167","6","s0506","0","","","","","","","","","","","","","",""
"48","2026-05-21T16:02:33.482Z","run","s0504","49178","2","49362","184","1","s0505","0","","","","","","","","","","","","","",""
"49","2026-05-21T16:02:33.668Z","run","s0508","49362","5","49596","234","5","s0508","1","","","","","","","","","","","","","",""
"50","2026-05-21T16:02:33.897Z","run","s0508","49596","3","49763","167","5","s0506","0","","","","","","","","","","","","","",""
"51","2026-05-21T16:02:34.069Z","run","s0508","49763","2","49931","168","5","s0505","0","","","","","","","","","","","","","",""
"52","2026-05-21T16:02:34.234Z","run","s0507","49931","5","50148","217","4","s0508","0","","","","","","","","","","","","","",""
"53","2026-05-21T16:02:34.453Z","run","s0502","50148","3","50315","167","8","s0506","0","","","","","","","","","","","","","",""
"54","2026-05-21T16:02:34.621Z","run","s0505","50315","2","50499","184","2","s0505","1","","","","","","","","","","","","","",""
"55","2026-05-21T16:02:34.803Z","run","s0505","50499","5","50700","201","2","s0508","0","","","","","","","","","","","","","",""
"56","2026-05-21T16:02:35.005Z","run","s0506","50700","3","50901","201","3","s0506","1","","","","","","","","","","","","","",""
"57","2026-05-21T16:02:35.203Z","run","s0508","50901","2","51068","167","5","s0505","0","","","","","","","","","","","","","",""
"58","2026-05-21T16:02:35.373Z","run","s0507","51068","5","51285","217","4","s0508","0","","","","","","","","","","","","","",""
"59","2026-05-21T16:02:35.590Z","run","s0503","51285","3","51469","184","9","s0506","0","","","","","","","","","","","","","",""
"60","2026-05-21T16:02:35.773Z","run","s0507","51469","1","51720","251","4","s0504","0","","","","","","","","","","","","","",""
"61","2026-05-21T16:02:36.025Z","run","s0505","51720","3","51920","200","2","s0506","0","","","","","","","","","","","","","",""
"62","2026-05-21T16:02:36.226Z","run","s0504","51920","5","52154","234","1","s0508","0","","","","","","","","","","","","","",""
"63","2026-05-21T16:02:36.459Z","run","s0502","52154","3","52355","201","8","s0506","0","","","","","","","","","","","","","",""
"64","2026-05-21T16:02:36.655Z","run","s0507","52355","1","52623","268","4","s0504","0","","","","","","","","","","","","","",""
"65","2026-05-21T16:02:36.928Z","run","s0502","52623","4","52907","284","8","s0507","0","","","","","","","","","","","","","",""
"66","2026-05-21T16:02:37.212Z","run","s0507","52907","3","53141","234","4","s0506","0","","","","","","","","","","","","","",""
"67","2026-05-21T16:02:37.442Z","run","s0502","53141","3","53609","468","8","s0506","0","","","","","","","","","","","","","",""
"68","2026-05-21T16:02:37.913Z","run","s0505","53609","5","53826","217","2","s0508","0","","","","","","","","","","","","","",""
"69","2026-05-21T16:02:38.131Z","run","s0505","53826","1","54094","268","2","s0504","0","","","","","","","","","","","","","",""
"70","2026-05-21T16:02:38.399Z","run","s0508","54094","3","54294","200","5","s0506","0","","","","","","","","","","","","","",""
"71","2026-05-21T16:02:38.595Z","run","s0501","54294","4","54528","234","7","s0507","0","","","","","","","","","","","","","",""
"72","2026-05-21T16:02:38.832Z","run","s0509","54528","3","54696","168","6","s0506","0","","","","","","","","","","","","","",""
"73","2026-05-21T16:02:39.001Z","run","s0504","54696","1","54896","200","1","s0504","1","","","","","","","","","","","","","",""
"74","2026-05-21T16:02:39.202Z","run","s0501","54896","5","55113","217","7","s0508","0","","","","","","","","","","","","","",""
"75","2026-05-21T16:02:39.419Z","run","s0508","55113","3","55314","201","5","s0506","0","","","","","","","","","","","","","",""
"76","2026-05-21T16:02:39.616Z","run","s0505","55314","1","55498","184","2","s0504","0","","","","","","","","","","","","","",""
"77","2026-05-21T16:02:39.803Z","run","s0501","55498","4","55765","267","7","s0507","0","","","","","","","","","","","","","",""
"78","2026-05-21T16:02:40.071Z","run","s0506","55765","3","55966","201","3","s0506","1","","","","","","","","","","","","","",""
"79","2026-05-21T16:02:40.271Z","run","s0502","55966","1","56200","234","8","s0504","0","","","","","","","","","","","","","",""
"80","2026-05-21T16:02:40.501Z","run","s0502","56200","5","56451","251","8","s0508","0","","","","","","","","","","","","","",""
"81","2026-05-21T16:02:40.754Z","run","s0504","56451","3","56651","200","1","s0506","0","","","","","","","","","","","","","",""
"82","2026-05-21T16:02:40.957Z","run","s0501","56651","1","56919","268","7","s0504","0","","","","","","","","","","","","","",""
"83","2026-05-21T16:02:41.221Z","run","s0501","56919","5","57220","301","7","s0508","0","","","","","","","","","","","","","",""
"84","2026-05-21T16:02:41.525Z","run","s0505","57220","3","57521","301","2","s0506","0","","","","","","","","","","","","","",""
"","","","","","","","","","","","pavlovia","0","1049","0.0-0.0","portrait-primary","2.625","Linux aarch64","nl-NL","60","7.1.2","3.90.0","334732","1","1"
