"trial.index","trial.UTCdate","trial.type","stim.type","stim.onset","response.type","response.onset","response.RT","stim.key","response.key","response.correct","trial_type","trial_index","time_elapsed","internal_node_id","sys.orientation","sys.pixel_ratio","sys.browser_os","sys.language","sys.fps","module.jsPsych.version","module.Phaser.version","participant_id","session.beepnum","session.testday"
"1","2026-05-21T15:24:08.270Z","baseline","3","18979","3","20128","1149","null","null","1","","","","","","","","","","","","","",""
"2","2026-05-21T15:24:09.942Z","baseline","8","20645","6","21628","983","null","null","0","","","","","","","","","","","","","",""
"3","2026-05-21T15:24:11.444Z","baseline","6","22144","6","23344","1200","null","null","1","","","","","","","","","","","","","",""
"4","2026-05-21T15:24:13.150Z","baseline","2","23861","5","24877","1016","null","null","0","","","","","","","","","","","","","",""
"5","2026-05-21T15:24:14.691Z","baseline","5","25393","5","26876","1483","null","null","1","","","","","","","","","","","","","",""
"6","2026-05-21T15:24:16.687Z","baseline","1","27393","1","28592","1199","null","null","1","","","","","","","","","","","","","",""
"7","2026-05-21T15:24:18.399Z","baseline","4","29109","4","30125","1016","null","null","1","","","","","","","","","","","","","",""
"8","2026-05-21T15:24:19.936Z","baseline","9","30641","9","31741","1100","null","null","1","","","","","","","","","","","","","",""
"9","2026-05-21T15:24:21.550Z","baseline","7","32258","5","33557","1299","null","null","0","","","","","","","","","","","","","",""
"1","2026-05-21T15:24:53.617Z","practice","p02","64330","2","66179","1849","2","p02","1","","","","","","","","","","","","","",""
"2","2026-05-21T15:24:55.988Z","practice","p01","66696","5","67945","1249","1","p05","0","","","","","","","","","","","","","",""
"3","2026-05-21T15:24:57.758Z","practice","p04","68462","4","71194","2732","4","p04","1","","","","","","","","","","","","","",""
"4","2026-05-21T15:25:01.010Z","practice","p08","71711","9","74260","2549","8","p09","0","","","","","","","","","","","","","",""
"5","2026-05-21T15:25:04.073Z","practice","p06","74776","6","76509","1733","6","p06","1","","","","","","","","","","","","","",""
"6","2026-05-21T15:25:06.321Z","practice","p07","77026","7","79208","2182","7","p07","1","","","","","","","","","","","","","",""
"7","2026-05-21T15:25:09.015Z","practice","p09","79725","9","82674","2949","9","p09","1","","","","","","","","","","","","","",""
"8","2026-05-21T15:25:12.481Z","practice","p05","83190","5","84057","867","5","p05","1","","","","","","","","","","","","","",""
"9","2026-05-21T15:25:13.869Z","practice","p03","84573","2","87156","2583","3","p02","0","","","","","","","","","","","","","",""
"1","2026-05-21T15:25:24.055Z","run","s0402","94253","8","95986","1733","8","s0402","1","","","","","","","","","","","","","",""
"2","2026-05-21T15:25:25.793Z","run","s0405","95986","5","97419","1433","2","s0408","0","","","","","","","","","","","","","",""
"3","2026-05-21T15:25:27.227Z","run","s0401","97419","6","97952","533","7","s0409","0","","","","","","","","","","","","","",""
"4","2026-05-21T15:25:27.764Z","run","s0408","97952","3","98352","400","5","s0406","0","","","","","","","","","","","","","",""
"5","2026-05-21T15:25:28.162Z","run","s0402","98352","2","98768","416","8","s0405","0","","","","","","","","","","","","","",""
"6","2026-05-21T15:25:28.576Z","run","s0404","98768","3","99351","583","1","s0406","0","","","","","","","","","","","","","",""
"7","2026-05-21T15:25:29.161Z","run","s0407","99351","2","100201","850","4","s0405","0","","","","","","","","","","","","","",""
"8","2026-05-21T15:25:30.014Z","run","s0409","100201","3","100784","583","6","s0406","0","","","","","","","","","","","","","",""
"9","2026-05-21T15:25:30.593Z","run","s0404","100784","6","101168","384","1","s0409","0","","","","","","","","","","","","","",""
"10","2026-05-21T15:25:30.975Z","run","s0403","101168","5","101551","383","9","s0408","0","","","","","","","","","","","","","",""
"11","2026-05-21T15:25:31.357Z","run","s0403","101551","2","101900","349","9","s0405","0","","","","","","","","","","","","","",""
"","","","","","","","","","","","pavlovia","0","595","0.0-0.0","portrait-primary","3","Win32","en-US","60","7.1.2","3.90.0","999","1","1"
