"trial.index","trial.UTCdate","trial.type","stim.type","stim.onset","response.type","response.onset","response.RT","stim.key","response.key","response.correct","trial_type","trial_index","time_elapsed","internal_node_id","sys.orientation","sys.pixel_ratio","sys.browser_os","sys.language","sys.fps","module.jsPsych.version","module.Phaser.version","participant_id","session.beepnum","session.testday"
"1","2026-05-26T15:02:13.422Z","run","s0401","6735","8","8352","1617","8","s0401","1","","","","","","","","","","","","","",""
"2","2026-05-26T15:02:15.057Z","run","s0401","8352","8","8905","553","8","s0401","1","","","","","","","","","","","","","",""
"3","2026-05-26T15:02:15.605Z","run","s0404","8905","2","10001","1096","2","s0404","1","","","","","","","","","","","","","",""
"4","2026-05-26T15:02:16.704Z","run","s0403","10001","1","11062","1061","1","s0403","1","","","","","","","","","","","","","",""
"5","2026-05-26T15:02:17.752Z","run","s0406","11062","9","11984","922","4","s0402","0","","","","","","","","","","","","","",""
"6","2026-05-26T15:02:18.687Z","run","s0405","11984","3","13567","1583","3","s0405","1","","","","","","","","","","","","","",""
"7","2026-05-26T15:02:20.272Z","run","s0406","13567","4","14878","1311","4","s0406","1","","","","","","","","","","","","","",""
"8","2026-05-26T15:02:21.569Z","run","s0403","14878","1","15901","1023","1","s0403","1","","","","","","","","","","","","","",""
"9","2026-05-26T15:02:22.604Z","run","s0402","15901","9","17069","1168","9","s0402","1","","","","","","","","","","","","","",""
"10","2026-05-26T15:02:23.769Z","run","s0403","17069","1","17989","920","1","s0403","1","","","","","","","","","","","","","",""
"11","2026-05-26T15:02:24.686Z","run","s0402","17989","9","18900","911","9","s0402","1","","","","","","","","","","","","","",""
"12","2026-05-26T15:02:25.605Z","run","s0403","18900","1","19930","1030","1","s0403","1","","","","","","","","","","","","","",""
"13","2026-05-26T15:02:26.619Z","run","s0406","19930","4","21166","1236","4","s0406","1","","","","","","","","","","","","","",""
"14","2026-05-26T15:02:27.870Z","run","s0409","21166","7","22760","1594","7","s0409","1","","","","","","","","","","","","","",""
