"trial.index","trial.UTCdate","trial.type","stim.type","stim.onset","response.type","response.onset","response.RT","stim.key","response.key","response.correct","trial_type","trial_index","time_elapsed","internal_node_id","sys.orientation","sys.pixel_ratio","sys.browser_os","sys.language","sys.fps","module.jsPsych.version","module.Phaser.version","participant_id","session.beepnum","session.testday"
"1","2026-05-25T17:02:38.385Z","run","s0501","11856","6","14119","2263","6","s0501","1","","","","","","","","","","","","","",""
"2","2026-05-25T17:02:40.665Z","run","s0501","14119","6","16333","2214","6","s0501","1","","","","","","","","","","","","","",""
"3","2026-05-25T17:02:42.878Z","run","s0504","16333","9","18413","2080","9","s0504","1","","","","","","","","","","","","","",""
"4","2026-05-25T17:02:44.958Z","run","s0503","18413","8","20343","1930","8","s0503","1","","","","","","","","","","","","","",""
"5","2026-05-25T17:02:46.888Z","run","s0506","20343","2","22490","2147","2","s0506","1","","","","","","","","","","","","","",""
"6","2026-05-25T17:02:49.035Z","run","s0505","22490","1","24687","2197","1","s0505","1","","","","","","","","","","","","","",""
"7","2026-05-25T17:02:51.232Z","run","s0506","24687","2","26318","1631","2","s0506","1","","","","","","","","","","","","","",""
"8","2026-05-25T17:02:52.863Z","run","s0503","26318","8","28182","1864","8","s0503","1","","","","","","","","","","","","","",""
"9","2026-05-25T17:02:54.727Z","run","s0502","28182","7","29797","1615","7","s0502","1","","","","","","","","","","","","","",""
"10","2026-05-25T17:02:56.342Z","run","s0503","29797","8","31128","1331","8","s0503","1","","","","","","","","","","","","","",""
"11","2026-05-25T17:02:57.672Z","run","s0502","31128","7","32559","1431","7","s0502","1","","","","","","","","","","","","","",""
"12","2026-05-25T17:02:59.103Z","run","s0503","32559","8","33723","1164","8","s0503","1","","","","","","","","","","","","","",""
"13","2026-05-25T17:03:00.268Z","run","s0506","33723","2","35254","1531","2","s0506","1","","","","","","","","","","","","","",""
"14","2026-05-25T17:03:01.800Z","run","s0509","35254","5","36752","1498","5","s0509","1","","","","","","","","","","","","","",""
"15","2026-05-25T17:03:03.297Z","run","s0505","36752","1","39048","2296","1","s0505","1","","","","","","","","","","","","","",""
"16","2026-05-25T17:03:05.593Z","run","s0501","39048","6","40613","1565","6","s0501","1","","","","","","","","","","","","","",""
"17","2026-05-25T17:03:07.158Z","run","s0501","40613","6","41761","1148","6","s0501","1","","","","","","","","","","","","","",""
"18","2026-05-25T17:03:08.306Z","run","s0509","41761","5","43392","1631","5","s0509","1","","","","","","","","","","","","","",""
"19","2026-05-25T17:03:09.936Z","run","s0502","43392","7","45505","2113","7","s0502","1","","","","","","","","","","","","","",""
"20","2026-05-25T17:03:12.050Z","run","s0505","45505","1","47153","1648","1","s0505","1","","","","","","","","","","","","","",""
"21","2026-05-25T17:03:13.697Z","run","s0507","47153","3","48700","1547","3","s0507","1","","","","","","","","","","","","","",""
"22","2026-05-25T17:03:15.245Z","run","s0505","48700","1","49932","1232","1","s0505","1","","","","","","","","","","","","","",""
"23","2026-05-25T17:03:16.476Z","run","s0502","49932","7","51763","1831","7","s0502","1","","","","","","","","","","","","","",""
"24","2026-05-25T17:03:18.307Z","run","s0501","51763","6","54542","2779","6","s0501","1","","","","","","","","","","","","","",""
"25","2026-05-25T17:03:21.086Z","run","s0508","54542","4","56206","1664","4","s0508","1","","","","","","","","","","","","","",""
"26","2026-05-25T17:03:22.750Z","run","s0508","56206","4","56988","782","4","s0508","1","","","","","","","","","","","","","",""
"27","2026-05-25T17:03:23.532Z","run","s0503","56988","8","58902","1914","8","s0503","1","","","","","","","","","","","","","",""
"28","2026-05-25T17:03:25.446Z","run","s0509","58902","5","60400","1498","5","s0509","1","","","","","","","","","","","","","",""
"29","2026-05-25T17:03:26.944Z","run","s0509","60400","5","61032","632","5","s0509","1","","","","","","","","","","","","","",""
"30","2026-05-25T17:03:27.576Z","run","s0509","61032","5","61947","915","5","s0509","1","","","","","","","","","","","","","",""
"31","2026-05-25T17:03:28.491Z","run","s0507","61947","3","64459","2512","3","s0507","1","","","","","","","","","","","","","",""
"32","2026-05-25T17:03:31.003Z","run","s0502","64459","7","66340","1881","7","s0502","1","","","","","","","","","","","","","",""
"33","2026-05-25T17:03:32.886Z","run","s0506","66340","2","67755","1415","2","s0506","1","","","","","","","","","","","","","",""
"34","2026-05-25T17:03:34.299Z","run","s0504","67755","9","69369","1614","9","s0504","1","","","","","","","","","","","","","",""
"35","2026-05-25T17:03:35.913Z","run","s0503","69369","8","71033","1664","8","s0503","1","","","","","","","","","","","","","",""
"","","","","","","","","","","","pavlovia","0","661","0.0-0.0","portrait-primary","3","iPhone","en-US","60","7.1.2","3.90.0","351376","1","1"
