"trial.index","trial.UTCdate","trial.type","stim.type","stim.onset","response.type","response.onset","response.RT","stim.key","response.key","response.correct","trial_type","trial_index","time_elapsed","internal_node_id","sys.orientation","sys.pixel_ratio","sys.browser_os","sys.language","sys.fps","module.jsPsych.version","module.Phaser.version","participant_id","session.beepnum","session.testday"
"1","2026-05-26T13:49:36.995Z","run","s0301","7098","9","7565","467","8","s0302","0","","","","","","","","","","","","","",""
"2","2026-05-26T13:49:37.477Z","run","s0301","7565","8","9049","1484","8","s0301","1","","","","","","","","","","","","","",""
"3","2026-05-26T13:49:38.963Z","run","s0304","9049","2","11168","2119","2","s0304","1","","","","","","","","","","","","","",""
"4","2026-05-26T13:49:41.094Z","run","s0303","11168","1","12969","1801","1","s0303","1","","","","","","","","","","","","","",""
"5","2026-05-26T13:49:42.881Z","run","s0306","12969","4","14571","1602","4","s0306","1","","","","","","","","","","","","","",""
"6","2026-05-26T13:49:44.482Z","run","s0305","14571","3","16305","1734","3","s0305","1","","","","","","","","","","","","","",""
"7","2026-05-26T13:49:46.217Z","run","s0306","16305","4","18173","1868","4","s0306","1","","","","","","","","","","","","","",""
"8","2026-05-26T13:49:48.085Z","run","s0303","18173","1","19391","1218","1","s0303","1","","","","","","","","","","","","","",""
"9","2026-05-26T13:49:49.303Z","run","s0302","19391","9","21067","1676","9","s0302","1","","","","","","","","","","","","","",""
"10","2026-05-26T13:49:50.971Z","run","s0303","21067","1","22326","1259","1","s0303","1","","","","","","","","","","","","","",""
"11","2026-05-26T13:49:52.238Z","run","s0302","22326","9","24673","2347","9","s0302","1","","","","","","","","","","","","","",""
"12","2026-05-26T13:49:54.573Z","run","s0303","24673","1","25813","1140","1","s0303","1","","","","","","","","","","","","","",""
"13","2026-05-26T13:49:55.724Z","run","s0306","25813","4","27533","1720","4","s0306","1","","","","","","","","","","","","","",""
"14","2026-05-26T13:49:57.443Z","run","s0309","27533","7","29684","2151","7","s0309","1","","","","","","","","","","","","","",""
"15","2026-05-26T13:49:59.594Z","run","s0305","29684","3","31461","1777","3","s0305","1","","","","","","","","","","","","","",""
"16","2026-05-26T13:50:01.362Z","run","s0301","31461","8","33128","1667","8","s0301","1","","","","","","","","","","","","","",""
"17","2026-05-26T13:50:03.030Z","run","s0301","33128","8","33836","708","8","s0301","1","","","","","","","","","","","","","",""
"18","2026-05-26T13:50:03.748Z","run","s0309","33836","7","35704","1868","7","s0309","1","","","","","","","","","","","","","",""
"19","2026-05-26T13:50:05.615Z","run","s0302","35704","9","36838","1134","9","s0302","1","","","","","","","","","","","","","",""
"20","2026-05-26T13:50:06.750Z","run","s0305","36838","3","38322","1484","3","s0305","1","","","","","","","","","","","","","",""
"21","2026-05-26T13:50:08.234Z","run","s0307","38322","5","40108","1786","5","s0307","1","","","","","","","","","","","","","",""
"22","2026-05-26T13:50:10.020Z","run","s0305","40108","3","41705","1597","3","s0305","1","","","","","","","","","","","","","",""
"23","2026-05-26T13:50:11.603Z","run","s0302","41705","9","42876","1171","9","s0302","1","","","","","","","","","","","","","",""
"24","2026-05-26T13:50:12.787Z","run","s0301","42876","8","44420","1544","8","s0301","1","","","","","","","","","","","","","",""
"25","2026-05-26T13:50:14.322Z","run","s0308","44420","6","46079","1659","6","s0308","1","","","","","","","","","","","","","",""
"26","2026-05-26T13:50:15.990Z","run","s0308","46079","6","46714","635","6","s0308","1","","","","","","","","","","","","","",""
"27","2026-05-26T13:50:16.624Z","run","s0303","46714","1","47880","1166","1","s0303","1","","","","","","","","","","","","","",""
"28","2026-05-26T13:50:17.792Z","run","s0309","47880","7","49682","1802","7","s0309","1","","","","","","","","","","","","","",""
"29","2026-05-26T13:50:19.593Z","run","s0309","49682","7","50283","601","7","s0309","1","","","","","","","","","","","","","",""
"30","2026-05-26T13:50:20.193Z","run","s0309","50283","7","51000","717","7","s0309","1","","","","","","","","","","","","","",""
"31","2026-05-26T13:50:20.911Z","run","s0307","51000","5","52393","1393","5","s0307","1","","","","","","","","","","","","","",""
"32","2026-05-26T13:50:22.294Z","run","s0302","52393","9","53402","1009","9","s0302","1","","","","","","","","","","","","","",""
"33","2026-05-26T13:50:23.313Z","run","s0306","53402","4","54869","1467","4","s0306","1","","","","","","","","","","","","","",""
"34","2026-05-26T13:50:24.781Z","run","s0304","54869","2","56332","1463","2","s0304","1","","","","","","","","","","","","","",""
"35","2026-05-26T13:50:26.231Z","run","s0303","56332","1","57271","939","1","s0303","1","","","","","","","","","","","","","",""
"36","2026-05-26T13:50:27.182Z","run","s0306","57271","4","59523","2252","4","s0306","1","","","","","","","","","","","","","",""
"37","2026-05-26T13:50:29.434Z","run","s0305","59523","3","61134","1611","3","s0305","1","","","","","","","","","","","","","",""
"38","2026-05-26T13:50:31.038Z","run","s0308","61134","6","63496","2362","6","s0308","1","","","","","","","","","","","","","",""
"39","2026-05-26T13:50:33.393Z","run","s0306","63496","4","65294","1798","4","s0306","1","","","","","","","","","","","","","",""
"40","2026-05-26T13:50:35.205Z","run","s0303","65294","1","66162","868","1","s0303","1","","","","","","","","","","","","","",""
"","","","","","","","","","","","pavlovia","0","597","0.0-0.0","portrait-primary","3","iPhone","en-GB","60","7.1.2","3.90.0","351400","1","1"
