"trial.index","trial.UTCdate","trial.type","stim.type","stim.onset","response.type","response.onset","response.RT","stim.key","response.key","response.correct","trial_type","trial_index","time_elapsed","internal_node_id","sys.orientation","sys.pixel_ratio","sys.browser_os","sys.language","sys.fps","module.jsPsych.version","module.Phaser.version","participant_id","session.beepnum","session.testday"
"1","2026-05-27T16:46:03.330Z","run","s0501","8621","1","10358","1737","1","s0501","1","","","","","","","","","","","","","",""
"2","2026-05-27T16:46:05.080Z","run","s0501","10358","1","11522","1164","1","s0501","1","","","","","","","","","","","","","",""
"3","2026-05-27T16:46:06.246Z","run","s0504","11522","4","13056","1534","4","s0504","1","","","","","","","","","","","","","",""
"4","2026-05-27T16:46:07.780Z","run","s0503","13056","3","14390","1334","3","s0503","1","","","","","","","","","","","","","",""
"5","2026-05-27T16:46:09.131Z","run","s0506","14390","6","15824","1434","6","s0506","1","","","","","","","","","","","","","",""
"6","2026-05-27T16:46:10.564Z","run","s0505","15824","5","17391","1567","5","s0505","1","","","","","","","","","","","","","",""
"7","2026-05-27T16:46:12.115Z","run","s0506","17391","6","18776","1385","6","s0506","1","","","","","","","","","","","","","",""
"8","2026-05-27T16:46:13.499Z","run","s0503","18776","2","20226","1450","3","s0502","0","","","","","","","","","","","","","",""
"9","2026-05-27T16:46:14.997Z","run","s0502","20226","3","20692","466","2","s0503","0","","","","","","","","","","","","","",""
"10","2026-05-27T16:46:15.433Z","run","s0503","20692","3","22160","1468","3","s0503","1","","","","","","","","","","","","","",""
"11","2026-05-27T16:46:16.901Z","run","s0502","22160","2","23695","1535","2","s0502","1","","","","","","","","","","","","","",""
"12","2026-05-27T16:46:18.434Z","run","s0503","23695","3","24761","1066","3","s0503","1","","","","","","","","","","","","","",""
"13","2026-05-27T16:46:19.502Z","run","s0506","24761","6","26513","1752","6","s0506","1","","","","","","","","","","","","","",""
"14","2026-05-27T16:46:21.235Z","run","s0509","26513","9","28028","1515","9","s0509","1","","","","","","","","","","","","","",""
"15","2026-05-27T16:46:22.769Z","run","s0505","28028","5","29265","1237","5","s0505","1","","","","","","","","","","","","","",""
"16","2026-05-27T16:46:24.002Z","run","s0501","29265","1","30395","1130","1","s0501","1","","","","","","","","","","","","","",""
"17","2026-05-27T16:46:25.105Z","run","s0501","30395","1","31363","968","1","s0501","1","","","","","","","","","","","","","",""
"18","2026-05-27T16:46:26.086Z","run","s0509","31363","9","32943","1580","9","s0509","1","","","","","","","","","","","","","",""
"19","2026-05-27T16:46:27.670Z","run","s0502","32943","2","34534","1591","2","s0502","1","","","","","","","","","","","","","",""
"20","2026-05-27T16:46:29.271Z","run","s0505","34534","5","35882","1348","5","s0505","1","","","","","","","","","","","","","",""
"21","2026-05-27T16:46:30.604Z","run","s0507","35882","7","37632","1750","7","s0507","1","","","","","","","","","","","","","",""
"22","2026-05-27T16:46:32.372Z","run","s0505","37632","5","39033","1401","5","s0505","1","","","","","","","","","","","","","",""
"23","2026-05-27T16:46:33.756Z","run","s0502","39033","2","40500","1467","2","s0502","1","","","","","","","","","","","","","",""
"24","2026-05-27T16:46:35.223Z","run","s0501","40500","1","41836","1336","1","s0501","1","","","","","","","","","","","","","",""
"25","2026-05-27T16:46:36.556Z","run","s0508","41836","8","43901","2065","8","s0508","1","","","","","","","","","","","","","",""
"26","2026-05-27T16:46:38.624Z","run","s0508","43901","8","44935","1034","8","s0508","1","","","","","","","","","","","","","",""
"27","2026-05-27T16:46:39.658Z","run","s0503","44935","3","46269","1334","3","s0503","1","","","","","","","","","","","","","",""
"28","2026-05-27T16:46:41.008Z","run","s0509","46269","9","47572","1303","9","s0509","1","","","","","","","","","","","","","",""
"29","2026-05-27T16:46:42.292Z","run","s0509","47572","9","48370","798","9","s0509","1","","","","","","","","","","","","","",""
