"trial.index","trial.UTCdate","trial.type","stim.type","stim.onset","response.type","response.onset","response.RT","stim.key","response.key","response.correct","trial_type","trial_index","time_elapsed","internal_node_id","sys.orientation","sys.pixel_ratio","sys.browser_os","sys.language","sys.fps","module.jsPsych.version","module.Phaser.version","participant_id","session.beepnum","session.testday"
"1","2026-05-22T14:30:01.838Z","run","s0401","11740","8","12208","468","5","s0404","0","","","","","","","","","","","","","",""
"2","2026-05-22T14:30:02.310Z","run","s0401","12208","6","12777","569","5","s0402","0","","","","","","","","","","","","","",""
"3","2026-05-22T14:30:02.876Z","run","s0404","12777","5","13279","502","8","s0401","0","","","","","","","","","","","","","",""
"4","2026-05-22T14:30:03.380Z","run","s0403","13279","6","13614","335","7","s0402","0","","","","","","","","","","","","","",""
"5","2026-05-22T14:30:03.714Z","run","s0406","13614","7","13932","318","1","s0403","0","","","","","","","","","","","","","",""
"6","2026-05-22T14:30:04.032Z","run","s0405","13932","6","14450","518","9","s0402","0","","","","","","","","","","","","","",""
"7","2026-05-22T14:30:04.550Z","run","s0406","14450","5","14684","234","1","s0401","0","","","","","","","","","","","","","",""
"8","2026-05-22T14:30:04.783Z","run","s0403","14684","2","16006","1322","7","s0407","0","","","","","","","","","","","","","",""
"9","2026-05-22T14:30:06.114Z","run","s0402","16006","8","16357","351","6","s0404","0","","","","","","","","","","","","","",""
"10","2026-05-22T14:30:06.457Z","run","s0403","16357","7","21828","5471","7","s0403","1","","","","","","","","","","","","","",""
"11","2026-05-22T14:30:11.935Z","run","s0402","21828","6","23568","1740","6","s0402","1","","","","","","","","","","","","","",""
"12","2026-05-22T14:30:13.675Z","run","s0403","23568","7","25609","2041","7","s0403","1","","","","","","","","","","","","","",""
"13","2026-05-22T14:30:15.710Z","run","s0406","25609","1","27751","2142","1","s0406","1","","","","","","","","","","","","","",""
"14","2026-05-22T14:30:17.857Z","run","s0409","27751","4","29340","1589","4","s0409","1","","","","","","","","","","","","","",""
"15","2026-05-22T14:30:19.447Z","run","s0405","29340","9","31264","1924","9","s0405","1","","","","","","","","","","","","","",""
"16","2026-05-22T14:30:21.371Z","run","s0401","31264","5","32938","1674","5","s0401","1","","","","","","","","","","","","","",""
"17","2026-05-22T14:30:23.038Z","run","s0401","32938","5","34126","1188","5","s0401","1","","","","","","","","","","","","","",""
"18","2026-05-22T14:30:24.234Z","run","s0409","34126","4","36183","2057","4","s0409","1","","","","","","","","","","","","","",""
"19","2026-05-22T14:30:26.283Z","run","s0402","36183","6","38157","1974","6","s0402","1","","","","","","","","","","","","","",""
"20","2026-05-22T14:30:28.264Z","run","s0405","38157","9","39713","1556","9","s0405","1","","","","","","","","","","","","","",""
"21","2026-05-22T14:30:29.813Z","run","s0407","39713","2","41386","1673","2","s0407","1","","","","","","","","","","","","","",""
"22","2026-05-22T14:30:31.492Z","run","s0405","41386","9","42942","1556","9","s0405","1","","","","","","","","","","","","","",""
"23","2026-05-22T14:30:33.042Z","run","s0402","42942","6","44966","2024","6","s0402","1","","","","","","","","","","","","","",""
"24","2026-05-22T14:30:35.073Z","run","s0401","44966","5","47843","2877","5","s0401","1","","","","","","","","","","","","","",""
"25","2026-05-22T14:30:37.943Z","run","s0408","47843","3","49784","1941","3","s0408","1","","","","","","","","","","","","","",""
"26","2026-05-22T14:30:39.891Z","run","s0408","49784","3","50771","987","3","s0408","1","","","","","","","","","","","","","",""
"27","2026-05-22T14:30:40.870Z","run","s0403","50771","7","52594","1823","7","s0403","1","","","","","","","","","","","","","",""
"28","2026-05-22T14:30:42.695Z","run","s0409","52594","4","54752","2158","4","s0409","1","","","","","","","","","","","","","",""
"29","2026-05-22T14:30:44.859Z","run","s0409","54752","4","55522","770","4","s0409","1","","","","","","","","","","","","","",""
"30","2026-05-22T14:30:45.629Z","run","s0409","55522","4","57529","2007","4","s0409","1","","","","","","","","","","","","","",""
"31","2026-05-22T14:30:47.629Z","run","s0407","57529","2","59186","1657","2","s0407","1","","","","","","","","","","","","","",""
"32","2026-05-22T14:30:49.292Z","run","s0402","59186","6","60641","1455","6","s0402","1","","","","","","","","","","","","","",""
"33","2026-05-22T14:30:50.748Z","run","s0406","60641","1","62163","1522","1","s0406","1","","","","","","","","","","","","","",""
"34","2026-05-22T14:30:52.270Z","run","s0404","62163","8","64439","2276","8","s0404","1","","","","","","","","","","","","","",""
"35","2026-05-22T14:30:54.539Z","run","s0403","64439","7","66379","1940","7","s0403","1","","","","","","","","","","","","","",""
"36","2026-05-22T14:30:56.486Z","run","s0406","66379","1","68337","1958","1","s0406","1","","","","","","","","","","","","","",""
"37","2026-05-22T14:30:58.443Z","run","s0405","68337","9","69524","1187","9","s0405","1","","","","","","","","","","","","","",""
"38","2026-05-22T14:30:59.631Z","run","s0408","69524","3","71281","1757","3","s0408","1","","","","","","","","","","","","","",""
"","","","","","","","","","","","pavlovia","0","999","0.0-0.0","portrait-primary","3","Linux armv81","de-DE","60","7.1.2","3.90.0","330236","1","1"
