"trial.index","trial.UTCdate","trial.type","stim.type","stim.onset","response.type","response.onset","response.RT","stim.key","response.key","response.correct","trial_type","trial_index","time_elapsed","internal_node_id","sys.orientation","sys.pixel_ratio","sys.browser_os","sys.language","sys.fps","module.jsPsych.version","module.Phaser.version","participant_id","session.beepnum","session.testday"
"1","2026-05-21T15:33:20.529Z","baseline","3","23905","3","27154","3249","null","null","1","","","","","","","","","","","","","",""
"2","2026-05-21T15:33:24.302Z","baseline","8","27670","5","29253","1583","null","null","0","","","","","","","","","","","","","",""
"3","2026-05-21T15:33:26.401Z","baseline","6","29769","6","31402","1633","null","null","1","","","","","","","","","","","","","",""
"4","2026-05-21T15:33:28.555Z","baseline","2","31919","2","32952","1033","null","null","1","","","","","","","","","","","","","",""
"5","2026-05-21T15:33:30.098Z","baseline","5","33468","5","34568","1100","null","null","1","","","","","","","","","","","","","",""
"6","2026-05-21T15:33:31.711Z","baseline","1","35084","1","36067","983","null","null","1","","","","","","","","","","","","","",""
"7","2026-05-21T15:33:33.211Z","baseline","4","36584","4","38083","1499","null","null","1","","","","","","","","","","","","","",""
"8","2026-05-21T15:33:35.237Z","baseline","9","38599","9","39832","1233","null","null","1","","","","","","","","","","","","","",""
"9","2026-05-21T15:33:36.984Z","baseline","7","40349","7","41615","1266","null","null","1","","","","","","","","","","","","","",""
"1","2026-05-21T15:34:04.145Z","practice","p02","67523","2","69106","1583","2","p02","1","","","","","","","","","","","","","",""
"2","2026-05-21T15:34:06.257Z","practice","p01","69622","2","71055","1433","1","p02","0","","","","","","","","","","","","","",""
"3","2026-05-21T15:34:08.206Z","practice","p04","71572","6","72788","1216","4","p06","0","","","","","","","","","","","","","",""
"4","2026-05-21T15:34:09.938Z","practice","p08","73305","3","74470","1165","8","p03","0","","","","","","","","","","","","","",""
"5","2026-05-21T15:34:11.611Z","practice","p06","74971","4","76370","1399","6","p04","0","","","","","","","","","","","","","",""
"6","2026-05-21T15:34:13.522Z","practice","p07","76886","7","80086","3200","7","p07","1","","","","","","","","","","","","","",""
"7","2026-05-21T15:34:17.228Z","practice","p09","80602","9","82751","2149","9","p09","1","","","","","","","","","","","","","",""
"8","2026-05-21T15:34:19.891Z","practice","p05","83268","6","84650","1382","5","p06","0","","","","","","","","","","","","","",""
"9","2026-05-21T15:34:21.797Z","practice","p03","85151","3","86966","1815","3","p03","1","","","","","","","","","","","","","",""
"1","2026-05-21T15:34:32.034Z","run","s0402","94897","8","96580","1683","8","s0402","1","","","","","","","","","","","","","",""
"2","2026-05-21T15:34:33.728Z","run","s0405","96580","5","97713","1133","2","s0408","0","","","","","","","","","","","","","",""
"3","2026-05-21T15:34:34.854Z","run","s0401","97713","3","98213","500","7","s0406","0","","","","","","","","","","","","","",""
"4","2026-05-21T15:34:35.364Z","run","s0408","98213","2","98879","666","5","s0405","0","","","","","","","","","","","","","",""
"5","2026-05-21T15:34:36.030Z","run","s0402","98879","6","99312","433","8","s0409","0","","","","","","","","","","","","","",""
"6","2026-05-21T15:34:36.460Z","run","s0404","99312","3","99712","400","1","s0406","0","","","","","","","","","","","","","",""
"","","","","","","","","","","","pavlovia","0","588","0.0-0.0","portrait-primary","3","Win32","en-US","60","7.1.2","3.90.0","999","1","1"
