"trial.index","trial.UTCdate","trial.type","stim.type","stim.onset","response.type","response.onset","response.RT","stim.key","response.key","response.correct","trial_type","trial_index","time_elapsed","internal_node_id","sys.orientation","sys.pixel_ratio","sys.browser_os","sys.language","sys.fps","module.jsPsych.version","module.Phaser.version","participant_id","session.beepnum","session.testday"
"1","2026-05-27T15:10:48.313Z","run","s0401","8523","1","10037","1514","1","s0401","1","","","","","","","","","","","","","",""
"2","2026-05-27T15:10:49.844Z","run","s0401","10037","1","10786","749","1","s0401","1","","","","","","","","","","","","","",""
"3","2026-05-27T15:10:50.592Z","run","s0404","10786","4","12463","1677","4","s0404","1","","","","","","","","","","","","","",""
"4","2026-05-27T15:10:52.256Z","run","s0403","12463","3","14295","1832","3","s0403","1","","","","","","","","","","","","","",""
"5","2026-05-27T15:10:54.088Z","run","s0406","14295","6","15475","1180","6","s0406","1","","","","","","","","","","","","","",""
"6","2026-05-27T15:10:55.268Z","run","s0405","15475","5","16984","1509","5","s0405","1","","","","","","","","","","","","","",""
"7","2026-05-27T15:10:56.783Z","run","s0406","16984","6","18089","1105","6","s0406","1","","","","","","","","","","","","","",""
"8","2026-05-27T15:10:57.882Z","run","s0403","18089","3","19642","1553","3","s0403","1","","","","","","","","","","","","","",""
"9","2026-05-27T15:10:59.446Z","run","s0402","19642","2","21088","1446","2","s0402","1","","","","","","","","","","","","","",""
"10","2026-05-27T15:11:00.894Z","run","s0403","21088","3","22236","1148","3","s0403","1","","","","","","","","","","","","","",""
"11","2026-05-27T15:11:02.042Z","run","s0402","22236","2","23335","1099","2","s0402","1","","","","","","","","","","","","","",""
"12","2026-05-27T15:11:03.141Z","run","s0403","23335","3","24033","698","3","s0403","1","","","","","","","","","","","","","",""
"13","2026-05-27T15:11:03.839Z","run","s0406","24033","6","25660","1627","6","s0406","1","","","","","","","","","","","","","",""
"14","2026-05-27T15:11:05.453Z","run","s0409","25660","9","26926","1266","9","s0409","1","","","","","","","","","","","","","",""
"15","2026-05-27T15:11:06.718Z","run","s0405","26926","5","28149","1223","5","s0405","1","","","","","","","","","","","","","",""
"16","2026-05-27T15:11:07.950Z","run","s0401","28149","1","29571","1422","1","s0401","1","","","","","","","","","","","","","",""
