"trial.index","trial.UTCdate","trial.type","stim.type","stim.onset","response.type","response.onset","response.RT","stim.key","response.key","response.correct","trial_type","trial_index","time_elapsed","internal_node_id","sys.orientation","sys.pixel_ratio","sys.browser_os","sys.language","sys.fps","module.jsPsych.version","module.Phaser.version","participant_id","session.beepnum","session.testday"
"1","2026-05-26T14:57:27.534Z","run","s0401","8226","8","9926","1700","8","s0401","1","","","","","","","","","","","","","",""
"2","2026-05-26T14:57:29.250Z","run","s0401","9926","8","10659","733","8","s0401","1","","","","","","","","","","","","","",""
"3","2026-05-26T14:57:29.982Z","run","s0404","10659","2","12209","1550","2","s0404","1","","","","","","","","","","","","","",""
"4","2026-05-26T14:57:31.532Z","run","s0403","12209","1","14159","1950","1","s0403","1","","","","","","","","","","","","","",""
"5","2026-05-26T14:57:33.482Z","run","s0406","14159","4","15542","1383","4","s0406","1","","","","","","","","","","","","","",""
"6","2026-05-26T14:57:34.866Z","run","s0405","15542","3","17009","1467","3","s0405","1","","","","","","","","","","","","","",""
"7","2026-05-26T14:57:36.335Z","run","s0406","17009","4","18226","1217","4","s0406","1","","","","","","","","","","","","","",""
"8","2026-05-26T14:57:37.549Z","run","s0403","18226","1","19435","1209","1","s0403","1","","","","","","","","","","","","","",""
"9","2026-05-26T14:57:38.748Z","run","s0402","19435","9","20659","1224","9","s0402","1","","","","","","","","","","","","","",""
"10","2026-05-26T14:57:39.984Z","run","s0403","20659","1","21976","1317","1","s0403","1","","","","","","","","","","","","","",""
"11","2026-05-26T14:57:41.301Z","run","s0402","21976","9","23226","1250","9","s0402","1","","","","","","","","","","","","","",""
"12","2026-05-26T14:57:42.549Z","run","s0403","23226","1","24310","1084","1","s0403","1","","","","","","","","","","","","","",""
"13","2026-05-26T14:57:43.633Z","run","s0406","24310","4","25611","1301","4","s0406","1","","","","","","","","","","","","","",""
"14","2026-05-26T14:57:44.932Z","run","s0409","25611","7","26978","1367","7","s0409","1","","","","","","","","","","","","","",""
"15","2026-05-26T14:57:46.300Z","run","s0405","26978","3","28662","1684","3","s0405","1","","","","","","","","","","","","","",""
"16","2026-05-26T14:57:47.981Z","run","s0401","28662","8","30192","1530","8","s0401","1","","","","","","","","","","","","","",""
"17","2026-05-26T14:57:49.518Z","run","s0401","30192","8","30835","643","8","s0401","1","","","","","","","","","","","","","",""
"18","2026-05-26T14:57:50.151Z","run","s0409","30835","7","32397","1562","7","s0409","1","","","","","","","","","","","","","",""
"19","2026-05-26T14:57:51.715Z","run","s0402","32397","9","33442","1045","9","s0402","1","","","","","","","","","","","","","",""
"20","2026-05-26T14:57:52.766Z","run","s0405","33442","3","34876","1434","3","s0405","1","","","","","","","","","","","","","",""
"21","2026-05-26T14:57:54.199Z","run","s0407","34876","5","36142","1266","5","s0407","1","","","","","","","","","","","","","",""
"22","2026-05-26T14:57:55.468Z","run","s0405","36142","3","37892","1750","3","s0405","1","","","","","","","","","","","","","",""
"23","2026-05-26T14:57:57.216Z","run","s0402","37892","9","39125","1233","9","s0402","1","","","","","","","","","","","","","",""
"24","2026-05-26T14:57:58.451Z","run","s0401","39125","8","40560","1435","8","s0401","1","","","","","","","","","","","","","",""
"25","2026-05-26T14:57:59.883Z","run","s0408","40560","6","42325","1765","6","s0408","1","","","","","","","","","","","","","",""
"26","2026-05-26T14:58:01.651Z","run","s0408","42325","6","42876","551","6","s0408","1","","","","","","","","","","","","","",""
"27","2026-05-26T14:58:02.200Z","run","s0403","42876","1","44026","1150","1","s0403","1","","","","","","","","","","","","","",""
"28","2026-05-26T14:58:03.348Z","run","s0409","44026","7","45425","1399","7","s0409","1","","","","","","","","","","","","","",""
"29","2026-05-26T14:58:04.749Z","run","s0409","45425","7","46202","777","7","s0409","1","","","","","","","","","","","","","",""
"30","2026-05-26T14:58:05.515Z","run","s0409","46202","7","46992","790","7","s0409","1","","","","","","","","","","","","","",""
"31","2026-05-26T14:58:06.316Z","run","s0407","46992","5","48292","1300","5","s0407","1","","","","","","","","","","","","","",""
"32","2026-05-26T14:58:07.615Z","run","s0402","48292","9","49259","967","9","s0402","1","","","","","","","","","","","","","",""
"33","2026-05-26T14:58:08.583Z","run","s0406","49259","4","50658","1399","4","s0406","1","","","","","","","","","","","","","",""
"34","2026-05-26T14:58:09.984Z","run","s0404","50658","2","52075","1417","2","s0404","1","","","","","","","","","","","","","",""
"35","2026-05-26T14:58:11.401Z","run","s0403","52075","1","53502","1427","1","s0403","1","","","","","","","","","","","","","",""
"36","2026-05-26T14:58:12.816Z","run","s0406","53502","5","54800","1298","4","s0407","0","","","","","","","","","","","","","",""
"37","2026-05-26T14:58:14.116Z","run","s0405","54800","3","56259","1459","3","s0405","1","","","","","","","","","","","","","",""
"38","2026-05-26T14:58:15.583Z","run","s0408","56259","6","58061","1802","6","s0408","1","","","","","","","","","","","","","",""
"39","2026-05-26T14:58:17.381Z","run","s0406","58061","4","59428","1367","4","s0406","1","","","","","","","","","","","","","",""
"40","2026-05-26T14:58:18.747Z","run","s0403","59428","1","60424","996","1","s0403","1","","","","","","","","","","","","","",""
"41","2026-05-26T14:58:19.749Z","run","s0405","60424","3","61691","1267","3","s0405","1","","","","","","","","","","","","","",""
"42","2026-05-26T14:58:21.017Z","run","s0407","61691","5","62898","1207","5","s0407","1","","","","","","","","","","","","","",""
"43","2026-05-26T14:58:22.216Z","run","s0409","62898","7","64534","1636","7","s0409","1","","","","","","","","","","","","","",""
"44","2026-05-26T14:58:23.849Z","run","s0408","64534","6","65308","774","6","s0408","1","","","","","","","","","","","","","",""
"45","2026-05-26T14:58:24.632Z","run","s0406","65308","4","67024","1716","4","s0406","1","","","","","","","","","","","","","",""
"","","","","","","","","","","","pavlovia","0","639","0.0-0.0","portrait-primary","3","iPhone","en-GB","60","7.1.2","3.90.0","351399","1","1"
