"trial.index","trial.UTCdate","trial.type","stim.type","stim.onset","response.type","response.onset","response.RT","stim.key","response.key","response.correct","trial_type","trial_index","time_elapsed","internal_node_id","sys.orientation","sys.pixel_ratio","sys.browser_os","sys.language","sys.fps","module.jsPsych.version","module.Phaser.version","participant_id","session.beepnum","session.testday"
"1","2026-05-28T15:44:22.593Z","run","s0401","29182","7","30546","1364","7","s0401","1","","","","","","","","","","","","","",""
"2","2026-05-28T15:44:23.961Z","run","s0401","30546","7","31119","573","7","s0401","1","","","","","","","","","","","","","",""
"3","2026-05-28T15:44:24.543Z","run","s0404","31119","1","32548","1429","1","s0404","1","","","","","","","","","","","","","",""
"4","2026-05-28T15:44:25.962Z","run","s0403","32548","9","34310","1762","9","s0403","1","","","","","","","","","","","","","",""
"5","2026-05-28T15:44:27.729Z","run","s0406","34310","3","35658","1348","3","s0406","1","","","","","","","","","","","","","",""
"6","2026-05-28T15:44:29.077Z","run","s0405","35658","2","36931","1273","2","s0405","1","","","","","","","","","","","","","",""
"7","2026-05-28T15:44:30.344Z","run","s0406","36931","3","37984","1053","3","s0406","1","","","","","","","","","","","","","",""
"8","2026-05-28T15:44:31.411Z","run","s0403","37984","9","40023","2039","9","s0403","1","","","","","","","","","","","","","",""
"9","2026-05-28T15:44:33.437Z","run","s0402","40023","8","41485","1462","8","s0402","1","","","","","","","","","","","","","",""
"10","2026-05-28T15:44:34.912Z","run","s0403","41485","9","42436","951","9","s0403","1","","","","","","","","","","","","","",""
"11","2026-05-28T15:44:35.863Z","run","s0402","42436","8","43236","800","8","s0402","1","","","","","","","","","","","","","",""
"12","2026-05-28T15:44:36.662Z","run","s0403","43236","9","43928","692","9","s0403","1","","","","","","","","","","","","","",""
"13","2026-05-28T15:44:37.346Z","run","s0406","43928","3","45147","1219","3","s0406","1","","","","","","","","","","","","","",""
"14","2026-05-28T15:44:38.562Z","run","s0409","45147","6","46446","1299","6","s0409","1","","","","","","","","","","","","","",""
"15","2026-05-28T15:44:39.861Z","run","s0405","46446","2","47729","1283","2","s0405","1","","","","","","","","","","","","","",""
"16","2026-05-28T15:44:41.147Z","run","s0401","47729","7","49130","1401","7","s0401","1","","","","","","","","","","","","","",""
"17","2026-05-28T15:44:42.547Z","run","s0401","49130","7","49735","605","7","s0401","1","","","","","","","","","","","","","",""
"18","2026-05-28T15:44:43.148Z","run","s0409","49735","6","50964","1229","6","s0409","1","","","","","","","","","","","","","",""
"19","2026-05-28T15:44:44.381Z","run","s0402","50964","8","52488","1524","8","s0402","1","","","","","","","","","","","","","",""
"20","2026-05-28T15:44:45.965Z","run","s0405","52488","2","53888","1400","2","s0405","1","","","","","","","","","","","","","",""
"21","2026-05-28T15:44:47.301Z","run","s0407","53888","4","55006","1118","4","s0407","1","","","","","","","","","","","","","",""
"22","2026-05-28T15:44:48.418Z","run","s0405","55006","2","56170","1164","2","s0405","1","","","","","","","","","","","","","",""
"23","2026-05-28T15:44:49.583Z","run","s0402","56170","8","57147","977","8","s0402","1","","","","","","","","","","","","","",""
"24","2026-05-28T15:44:50.564Z","run","s0401","57147","7","59157","2010","7","s0401","1","","","","","","","","","","","","","",""
"25","2026-05-28T15:44:52.569Z","run","s0408","59157","5","60341","1184","5","s0408","1","","","","","","","","","","","","","",""
"26","2026-05-28T15:44:53.753Z","run","s0408","60341","5","60783","442","5","s0408","1","","","","","","","","","","","","","",""
"27","2026-05-28T15:44:54.202Z","run","s0403","60783","9","61675","892","9","s0403","1","","","","","","","","","","","","","",""
"28","2026-05-28T15:44:55.101Z","run","s0409","61675","6","63251","1576","6","s0409","1","","","","","","","","","","","","","",""
"29","2026-05-28T15:44:56.668Z","run","s0409","63251","6","64017","766","6","s0409","1","","","","","","","","","","","","","",""
"30","2026-05-28T15:44:57.434Z","run","s0409","64017","6","64727","710","6","s0409","1","","","","","","","","","","","","","",""
"31","2026-05-28T15:44:58.151Z","run","s0407","64727","4","66059","1332","4","s0407","1","","","","","","","","","","","","","",""
"32","2026-05-28T15:44:59.486Z","run","s0402","66059","9","66827","768","8","s0403","0","","","","","","","","","","","","","",""
"33","2026-05-28T15:45:00.253Z","run","s0406","66827","3","68424","1597","3","s0406","1","","","","","","","","","","","","","",""
"34","2026-05-28T15:45:01.838Z","run","s0404","68424","1","69378","954","1","s0404","1","","","","","","","","","","","","","",""
"35","2026-05-28T15:45:02.803Z","run","s0403","69378","9","70244","866","9","s0403","1","","","","","","","","","","","","","",""
"36","2026-05-28T15:45:03.670Z","run","s0406","70244","3","71495","1251","3","s0406","1","","","","","","","","","","","","","",""
"37","2026-05-28T15:45:04.920Z","run","s0405","71495","2","73729","2234","2","s0405","1","","","","","","","","","","","","","",""
"38","2026-05-28T15:45:07.155Z","run","s0408","73729","5","75353","1624","5","s0408","1","","","","","","","","","","","","","",""
"39","2026-05-28T15:45:08.772Z","run","s0406","75353","3","76461","1108","3","s0406","1","","","","","","","","","","","","","",""
"40","2026-05-28T15:45:09.873Z","run","s0403","76461","9","77856","1395","9","s0403","1","","","","","","","","","","","","","",""
"41","2026-05-28T15:45:11.271Z","run","s0405","77856","2","79080","1224","2","s0405","1","","","","","","","","","","","","","",""
"42","2026-05-28T15:45:12.507Z","run","s0407","79080","4","80320","1240","4","s0407","1","","","","","","","","","","","","","",""
"43","2026-05-28T15:45:13.739Z","run","s0409","80320","6","81632","1312","6","s0409","1","","","","","","","","","","","","","",""
"44","2026-05-28T15:45:15.056Z","run","s0408","81632","5","82657","1025","5","s0408","1","","","","","","","","","","","","","",""
"45","2026-05-28T15:45:16.071Z","run","s0406","82657","3","83814","1157","3","s0406","1","","","","","","","","","","","","","",""
"46","2026-05-28T15:45:17.239Z","run","s0404","83814","1","84899","1085","1","s0404","1","","","","","","","","","","","","","",""
"47","2026-05-28T15:45:18.324Z","run","s0409","84899","6","86582","1683","6","s0409","1","","","","","","","","","","","","","",""
"48","2026-05-28T15:45:20.006Z","run","s0404","86582","1","87632","1050","1","s0404","1","","","","","","","","","","","","","",""
"49","2026-05-28T15:45:21.058Z","run","s0408","87632","5","89017","1385","5","s0408","1","","","","","","","","","","","","","",""
"","","","","","","","","","","","pavlovia","0","878","0.0-0.0","portrait-primary","3","iPhone","en-GB","60","7.1.2","3.90.0","351399","1","1"
