"trial.index","trial.UTCdate","trial.type","stim.type","stim.onset","response.type","response.onset","response.RT","stim.key","response.key","response.correct","trial_type","trial_index","time_elapsed","internal_node_id","sys.orientation","sys.pixel_ratio","sys.browser_os","sys.language","sys.fps","module.jsPsych.version","module.Phaser.version","participant_id","session.beepnum","session.testday"
"1","2026-05-29T14:02:04.304Z","run","s0401","12933","5","14047","1114","5","s0401","1","","","","","","","","","","","","","",""
"2","2026-05-29T14:02:05.437Z","run","s0401","14047","5","14996","949","5","s0401","1","","","","","","","","","","","","","",""
"3","2026-05-29T14:02:06.384Z","run","s0404","14996","8","16660","1664","8","s0404","1","","","","","","","","","","","","","",""
"4","2026-05-29T14:02:08.048Z","run","s0403","16660","7","18191","1531","7","s0403","1","","","","","","","","","","","","","",""
"5","2026-05-29T14:02:09.579Z","run","s0406","18191","1","19622","1431","1","s0406","1","","","","","","","","","","","","","",""
"6","2026-05-29T14:02:11.010Z","run","s0405","19622","9","21018","1396","9","s0405","1","","","","","","","","","","","","","",""
"7","2026-05-29T14:02:12.393Z","run","s0406","21018","1","22434","1416","1","s0406","1","","","","","","","","","","","","","",""
"8","2026-05-29T14:02:13.823Z","run","s0403","22434","7","24298","1864","7","s0403","1","","","","","","","","","","","","","",""
"9","2026-05-29T14:02:15.687Z","run","s0402","24298","6","25396","1098","6","s0402","1","","","","","","","","","","","","","",""
"10","2026-05-29T14:02:16.785Z","run","s0403","25396","7","26706","1310","7","s0403","1","","","","","","","","","","","","","",""
"11","2026-05-29T14:02:18.082Z","run","s0402","26706","6","27990","1284","6","s0402","1","","","","","","","","","","","","","",""
"12","2026-05-29T14:02:19.364Z","run","s0403","27990","7","29069","1079","7","s0403","1","","","","","","","","","","","","","",""
"13","2026-05-29T14:02:20.445Z","run","s0406","29069","1","30421","1352","1","s0406","1","","","","","","","","","","","","","",""
"14","2026-05-29T14:02:21.810Z","run","s0409","30421","4","31803","1382","4","s0409","1","","","","","","","","","","","","","",""
"15","2026-05-29T14:02:23.191Z","run","s0405","31803","9","32904","1101","9","s0405","1","","","","","","","","","","","","","",""
"16","2026-05-29T14:02:24.289Z","run","s0401","32904","5","34315","1411","5","s0401","1","","","","","","","","","","","","","",""
"17","2026-05-29T14:02:25.704Z","run","s0401","34315","5","35586","1271","5","s0401","1","","","","","","","","","","","","","",""
"18","2026-05-29T14:02:26.968Z","run","s0409","35586","4","36811","1225","4","s0409","1","","","","","","","","","","","","","",""
"19","2026-05-29T14:02:28.199Z","run","s0402","36811","6","37909","1098","6","s0402","1","","","","","","","","","","","","","",""
"20","2026-05-29T14:02:29.298Z","run","s0405","37909","9","38875","966","9","s0405","1","","","","","","","","","","","","","",""
"21","2026-05-29T14:02:30.263Z","run","s0407","38875","2","40075","1200","2","s0407","1","","","","","","","","","","","","","",""
"22","2026-05-29T14:02:31.461Z","run","s0405","40075","9","41271","1196","9","s0405","1","","","","","","","","","","","","","",""
"23","2026-05-29T14:02:32.659Z","run","s0402","41271","6","42572","1301","6","s0402","1","","","","","","","","","","","","","",""
"24","2026-05-29T14:02:33.957Z","run","s0401","42572","5","44166","1594","5","s0401","1","","","","","","","","","","","","","",""
"25","2026-05-29T14:02:35.555Z","run","s0408","44166","3","45636","1470","3","s0408","1","","","","","","","","","","","","","",""
"26","2026-05-29T14:02:37.019Z","run","s0408","45636","3","46249","613","3","s0408","1","","","","","","","","","","","","","",""
"27","2026-05-29T14:02:37.634Z","run","s0403","46249","7","47860","1611","7","s0403","1","","","","","","","","","","","","","",""
"28","2026-05-29T14:02:39.248Z","run","s0409","47860","4","49174","1314","4","s0409","1","","","","","","","","","","","","","",""
"29","2026-05-29T14:02:40.563Z","run","s0409","49174","4","49724","550","4","s0409","1","","","","","","","","","","","","","",""
"30","2026-05-29T14:02:41.112Z","run","s0409","49724","4","50160","436","4","s0409","1","","","","","","","","","","","","","",""
"31","2026-05-29T14:02:41.544Z","run","s0407","50160","2","51371","1211","2","s0407","1","","","","","","","","","","","","","",""
"32","2026-05-29T14:02:42.759Z","run","s0402","51371","6","52390","1019","6","s0402","1","","","","","","","","","","","","","",""
"33","2026-05-29T14:02:43.774Z","run","s0406","52390","1","53801","1411","1","s0406","1","","","","","","","","","","","","","",""
"34","2026-05-29T14:02:45.189Z","run","s0404","53801","8","55529","1728","8","s0404","1","","","","","","","","","","","","","",""
"35","2026-05-29T14:02:46.903Z","run","s0403","55529","7","56798","1269","7","s0403","1","","","","","","","","","","","","","",""
"36","2026-05-29T14:02:48.184Z","run","s0406","56798","1","57978","1180","1","s0406","1","","","","","","","","","","","","","",""
"37","2026-05-29T14:02:49.366Z","run","s0405","57978","9","58959","981","9","s0405","1","","","","","","","","","","","","","",""
"38","2026-05-29T14:02:50.347Z","run","s0408","58959","3","61622","2663","3","s0408","1","","","","","","","","","","","","","",""
"39","2026-05-29T14:02:53.010Z","run","s0406","61622","1","62936","1314","1","s0406","1","","","","","","","","","","","","","",""
"40","2026-05-29T14:02:54.324Z","run","s0403","62936","7","65253","2317","7","s0403","1","","","","","","","","","","","","","",""
"41","2026-05-29T14:02:56.637Z","run","s0405","65253","9","66272","1019","9","s0405","1","","","","","","","","","","","","","",""
"42","2026-05-29T14:02:57.653Z","run","s0407","66272","2","67462","1190","2","s0407","1","","","","","","","","","","","","","",""
"43","2026-05-29T14:02:58.850Z","run","s0409","67462","4","69742","2280","4","s0409","1","","","","","","","","","","","","","",""
"44","2026-05-29T14:03:01.129Z","run","s0408","69742","3","71490","1748","3","s0408","1","","","","","","","","","","","","","",""
"45","2026-05-29T14:03:02.878Z","run","s0406","71490","1","72687","1197","1","s0406","1","","","","","","","","","","","","","",""
"","","","","","","","","","","","pavlovia","0","683","0.0-0.0","portrait-primary","3","iPhone","en-GB","60","7.1.2","3.90.0","351397","1","1"
